DESlib,https://github.com/Menelau/DESlib,77d0ccb491c522e7505d9ac6081b72cac001cb9e,deslib/tests/des/test_probabilistic.py,,test_check_estimator_Logarithmic,,True,Passed,Passed
cdQA,https://github.com/cdqa-suite/cdQA,40387925db8f0da44a5bd2fe549cde675a92d479,tests/test_evaluation.py,,test_evaluate_reader,,True,Failed,Flaky
chuda,https://github.com/Varkal/chuda,bd4d30c0f809d5349752ab2f322f30b01ab6b4a4,tests/test_app.py,,test_output,[argv0],True,Passed,Passed
codespell,https://github.com/codespell-project/codespell/,88c768b084353662c255a58d122f46fbbe3d8de4,codespell_lib/tests/test_dictionary.py,,test_ran_all,,True,Failed,Passed
dynastes,https://github.com/dynastes-team/dynastes,931b6d9ac83862eb39c2f5144c95b952e9efcd8e,tests/attention_blocks_test.py,SelfAttentionBlock1DTest,test_simple,,True,Failed,Passed
dynastes,https://github.com/dynastes-team/dynastes,931b6d9ac83862eb39c2f5144c95b952e9efcd8e,tests/base_layers_test.py,DynastesDenseTest1D,test_simple,,True,Passed,Passed
dynastes,https://github.com/dynastes-team/dynastes,931b6d9ac83862eb39c2f5144c95b952e9efcd8e,tests/base_layers_test.py,DynastesDenseTest1D,test_specnorm,,True,Passed,Passed
dynastes,https://github.com/dynastes-team/dynastes,931b6d9ac83862eb39c2f5144c95b952e9efcd8e,tests/conv_layers_test.py,DynastesConv1DTest,test_simple,,True,Passed,Passed
dynastes,https://github.com/dynastes-team/dynastes,931b6d9ac83862eb39c2f5144c95b952e9efcd8e,tests/conv_layers_test.py,DynastesConv1DTest,test_specnorm,,True,Passed,Passed
dynastes,https://github.com/dynastes-team/dynastes,931b6d9ac83862eb39c2f5144c95b952e9efcd8e,tests/conv_layers_test.py,DynastesConv1DTransposeTest,test_simple,,True,Passed,Passed
dynastes,https://github.com/dynastes-team/dynastes,931b6d9ac83862eb39c2f5144c95b952e9efcd8e,tests/conv_layers_test.py,DynastesConv1DTransposeTest,test_specnorm,,True,Passed,Passed
dynastes,https://github.com/dynastes-team/dynastes,931b6d9ac83862eb39c2f5144c95b952e9efcd8e,tests/conv_layers_test.py,DynastesConv2DTest,test_simple,,True,Passed,Passed
dynastes,https://github.com/dynastes-team/dynastes,931b6d9ac83862eb39c2f5144c95b952e9efcd8e,tests/conv_layers_test.py,DynastesConv2DTest,test_specnorm,,True,Failed,Passed
dynastes,https://github.com/dynastes-team/dynastes,931b6d9ac83862eb39c2f5144c95b952e9efcd8e,tests/conv_layers_test.py,DynastesConv2DTransposeTest,test_simple,,True,NotAnalysed,Passed
dynastes,https://github.com/dynastes-team/dynastes,931b6d9ac83862eb39c2f5144c95b952e9efcd8e,tests/conv_layers_test.py,DynastesConv2DTransposeTest,test_specnorm,,True,NotAnalysed,Passed
dynastes,https://github.com/dynastes-team/dynastes,931b6d9ac83862eb39c2f5144c95b952e9efcd8e,tests/conv_layers_test.py,DynastesDepthwiseConv1DTest,test_simple,,True,Passed,Passed
dynastes,https://github.com/dynastes-team/dynastes,931b6d9ac83862eb39c2f5144c95b952e9efcd8e,tests/conv_layers_test.py,DynastesDepthwiseConv1DTest,test_specnorm,,True,Failed,Passed
dynastes,https://github.com/dynastes-team/dynastes,931b6d9ac83862eb39c2f5144c95b952e9efcd8e,tests/conv_layers_test.py,DynastesDepthwiseConv2DTest,test_simple,,True,Passed,Passed
dynastes,https://github.com/dynastes-team/dynastes,931b6d9ac83862eb39c2f5144c95b952e9efcd8e,tests/conv_layers_test.py,DynastesDepthwiseConv2DTest,test_specnorm,,True,Passed,Passed
dynastes,https://github.com/dynastes-team/dynastes,931b6d9ac83862eb39c2f5144c95b952e9efcd8e,tests/spectral_layers_test.py,STFT2MelSpecLayerTest,test_simple,,True,Passed,Passed
dynastes,https://github.com/dynastes-team/dynastes,931b6d9ac83862eb39c2f5144c95b952e9efcd8e,tests/time_delay_layers_test.py,SeparableTimeDelayLayer1DTest,test_simple,,True,Passed,Passed
dynastes,https://github.com/dynastes-team/dynastes,931b6d9ac83862eb39c2f5144c95b952e9efcd8e,tests/time_delay_layers_test.py,SeparableTimeDelayLayerFake2DTest,test_simple,,True,Passed,Passed
dynastes,https://github.com/dynastes-team/dynastes,931b6d9ac83862eb39c2f5144c95b952e9efcd8e,tests/time_delay_layers_test.py,TimeDelayLayer1DTest,test_simple,,True,Passed,Passed
dynastes,https://github.com/dynastes-team/dynastes,931b6d9ac83862eb39c2f5144c95b952e9efcd8e,tests/time_delay_layers_test.py,TimeDelayLayer1DTest,test_specnorm,,True,Passed,Passed
dynastes,https://github.com/dynastes-team/dynastes,931b6d9ac83862eb39c2f5144c95b952e9efcd8e,tests/time_delay_layers_test.py,TimeDelayLayerFake2DTest,test_simple,,True,Failed,Passed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/agents_test.py,DqnAgentsTest,test_dqn,,True,Passed,Passed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/agents_test.py,DqnAgentsTest,test_dqn_tforce,,True,Passed,Failed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/agents_test.py,DqnAgentsTest,test_dueling_dqn_tforce,,True,Passed,Failed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/agents_test.py,PpoAgentTest,test_save_load_tforce,,True,Passed,Failed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/agents_test.py,PpoAgentTest,test_train_tforce,,True,Passed,Failed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/agents_test.py,ReinforceAgentTest,test_train_tforce,,True,Passed,Failed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/tfagents_test.py,TfDqnAgentTest,test_train,,True,NotAnalysed,Failed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/tforce_test.py,TensorforceAgentTest,test_dqn_train,,True,NotAnalysed,Failed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/tforce_test.py,TensorforceAgentTest,test_dueling_dqn_train,,True,NotAnalysed,Failed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/tforce_test.py,TensorforceAgentTest,test_ppo_train,,True,NotAnalysed,Failed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/tforce_test.py,TensorforceAgentTest,test_reinforce_train,,True,NotAnalysed,Failed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/tforce_test.py,TensorforceAgentTest,test_save_,,True,NotAnalysed,Failed
epic-lib,https://github.com/epic-kitchens/epic-lib,7f2499aff5fdb62a66e6da92322e5c060ea4a414,tests/unit/internal/test_loading.py,TestHttpFolder,test_load_file_caches_file_load,,True,Error,Passed
epic-lib,https://github.com/epic-kitchens/epic-lib,7f2499aff5fdb62a66e6da92322e5c060ea4a414,tests/unit/internal/test_loading.py,TestHttpFolder,test_load_file_creates_parent_dir_if_it_doesnt_exist,,True,Error,Passed
epic-lib,https://github.com/epic-kitchens/epic-lib,7f2499aff5fdb62a66e6da92322e5c060ea4a414,tests/unit/internal/test_loading.py,TestHttpFolder,test_load_file_downloads_file_if_it_doesnt_exist,,True,Error,Passed
epic-lib,https://github.com/epic-kitchens/epic-lib,7f2499aff5fdb62a66e6da92322e5c060ea4a414,tests/unit/internal/test_loading.py,TestHttpFolder,test_load_file_uses_loader_for_file,,True,Error,Passed
kool,https://github.com/edasi/kool,efe847a05c1a07af5eddeeeb700fdefcb6c9ced9,tests/contrib/quizzes/test_question.py,TestQuestion,test_add_answers,,True,Flaky,Passed
kool,https://github.com/edasi/kool,efe847a05c1a07af5eddeeeb700fdefcb6c9ced9,tests/db/flatfile/test_database.py,TestFlatFile,test_tables,,True,Flaky,Passed
msticpy,https://github.com/microsoft/msticpy,e159059b7086d03289e2bc31a905014811c3095c,tests/nbtools/test_nbinit.py,,test_check_config,,True,NotAnalysed,Passed
novelWriter,https://github.com/vkbo/novelWriter,559f2e53e410f9793ab08c2ef7ed308f75c92985,tests/test_item.py,,testItemXMLPackUnpack,,True,Failed,Passed
novelWriter,https://github.com/vkbo/novelWriter,559f2e53e410f9793ab08c2ef7ed308f75c92985,tests/test_project.py,,testProjectSave,,True,Failed,Passed
pyrieef,https://github.com/humans-to-robots-motion/pyrieef,73a82d3250db8b48a1602bd5422bb3902fc11e57,tests/test_workspace.py,,test_axis_aligned_box,,True,Failed,Passed
rosey,https://github.com/arose13/rosey,c35398b4ad4f334f4b40a075d18b33a262ce1d7d,tests/test_models.py,,test_biplot,,True,Failed,Passed
sxdm,https://github.com/WilliamJudge94/sxdm,01414186626e1f22d51a7d25fe73f64680cb796e,tests/test_h5.py,H5TestCase,test_h5get_image_destination,,True,Error,Passed
tight,https://github.com/michaelorionmcmanus/tight,34a332dd6096807e373ea8050df4f795411e6b74,tests/unit/providers/aws/clients/test_dynamo_db_unit.py,,test_dynamo_db_connect_prod,,True,Failed,Passed
yadll,https://github.com/pchavanne/yadll,6114234a8a25cfda7a596b9a6e75bb121de6f4d2,tests/test_model.py,TestModel,test_no_network,,True,Passed,Passed
yawast,https://github.com/adamcaudill/yawast,5e9e7a37831c030530adb971925ee135e9bfcafb,tests/test_http.py,TestHttpBasic,test_response_scanner,,True,Passed,Flaky
yawast,https://github.com/adamcaudill/yawast,5e9e7a37831c030530adb971925ee135e9bfcafb,tests/test_http.py,TestHttpBasic,test_wp_json_user_enum,,True,Passed,Flaky
DESlib,https://github.com/Menelau/DESlib,77d0ccb491c522e7505d9ac6081b72cac001cb9e,deslib/tests/dcs/test_a_priori.py,,test_check_estimator,,True,Passed,Passed
GraphRole,https://github.com/dkaslovsky/GraphRole,6a2591ee3075f9d4ea5cd0b05dc38a8231b9c828,tests/test_features/test_extract.py,TestRecursiveFeatureExtractorNetworkx,test__update,,True,Passed,Passed
GraphRole,https://github.com/dkaslovsky/GraphRole,6a2591ee3075f9d4ea5cd0b05dc38a8231b9c828,tests/test_roles/test_extract.py,TestRoles,test__select_model,,True,Passed,Passed
PySyncObj,https://github.com/bakwc/PySyncObj,792b6112cfa234716f5e0408194114f1abc8b1ad,test_syncobj.py,,test_batteriesCommon,,True,Passed,Passed
abagen,https://github.com/rmarkello/abagen,4af521f6d7e71d4bbebb4960ff2447256e2447eb,abagen/tests/mouse/test_mouse.py,,test_get_unionization_from_experiment,[69782969-attributes4],True,Passed,Passed
abagen,https://github.com/rmarkello/abagen,4af521f6d7e71d4bbebb4960ff2447256e2447eb,abagen/tests/mouse/test_mouse.py,,test_get_unionization_from_experiment,[986-attributes1],True,Passed,Passed
axondeepseg,https://github.com/neuropoly/axondeepseg,7a0e6f130f79086de35c2d996612dae132ebfc3e,test/test_ads_utils.py,TestCore,test_download_data_returns_0_for_valid_link,,True,NotAnalysed,Passed
bankroll,https://github.com/bankroll-py/bankroll,f1f147143e0fc8380267bee91da7d6fb4f409ada,tests/test_analysis.py,TestAnalysis,test_realizedBasisAddsUp,,True,Passed,Passed
coinbasepro-python,https://github.com/danpaquin/coinbasepro-python,19cac25c51e592994cfa86ec487eef6a5c76718f,tests/test_public_client.py,TestPublicClient,test_get_time,,True,Passed,Passed
dar,https://github.com/alanbato/dar,15da1a444bb800b3d1e4571e2fd1609190b7dffb,tests/test_dar.py,,test_call_alias,,True,Failed,Passed
django-health-check,https://github.com/KristianOellegaard/django-health-check,73e89fc3325a242eea6765e83b6bf568f72b8573,tests/test_autodiscover.py,TestAutoDiscover,test_autodiscover,,True,Passed,Passed
django-health-check,https://github.com/KristianOellegaard/django-health-check,73e89fc3325a242eea6765e83b6bf568f72b8573,tests/test_autodiscover.py,TestAutoDiscover,test_discover_celery_queues,,True,Passed,Passed
dtool-http,https://github.com/jic-dtool/dtool-http,04a13ccb3f252873228ac0d2d4df53c791157217,tests/test_dtool_http_server.py,,test_http_manifest_access,,True,Passed,Passed
dtool-http,https://github.com/jic-dtool/dtool-http,04a13ccb3f252873228ac0d2d4df53c791157217,tests/test_dtool_http_server.py,,test_http_non_dataset_uri,,True,Passed,Passed
dtool-http,https://github.com/jic-dtool/dtool-http,04a13ccb3f252873228ac0d2d4df53c791157217,tests/test_dtool_http_server.py,,test_workflow,,True,Passed,Passed
dtool-http,https://github.com/jic-dtool/dtool-http,04a13ccb3f252873228ac0d2d4df53c791157217,tests/test_publish.py,,test_disk_dataset_uri_fixture,,True,Passed,Passed
dynastes,https://github.com/dynastes-team/dynastes,931b6d9ac83862eb39c2f5144c95b952e9efcd8e,tests/attention_layers_test.py,LocalizedAttentionLayer1DTest,test_simple,,True,Passed,Passed
dynastes,https://github.com/dynastes-team/dynastes,931b6d9ac83862eb39c2f5144c95b952e9efcd8e,tests/attention_layers_test.py,LocalizedAttentionLayer2DTest,test_multiquery,,True,Passed,Passed
dynastes,https://github.com/dynastes-team/dynastes,931b6d9ac83862eb39c2f5144c95b952e9efcd8e,tests/attention_layers_test.py,LocalizedAttentionLayer2DTest,test_simple,,True,Passed,Passed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/agents_test.py,RandomAgentTest,test_train,,True,Passed,Failed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/core_test.py,BackendAgentFactoryTest,test_create_agent,,True,NotAnalysed,Passed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/core_test.py,BackendAgentFactoryTest,test_get_backend,,True,NotAnalysed,Passed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/core_test.py,BackendAgentTest,test_play_callbackinvariants,,True,NotAnalysed,Passed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/core_test.py,BackendAgentTest,test_play_playcontext,,True,NotAnalysed,Passed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/core_test.py,BackendAgentTest,test_save_directory_does_not_exist,,True,NotAnalysed,Passed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/core_test.py,BackendAgentTest,test_save_directory_exists,,True,NotAnalysed,Passed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/core_test.py,BackendAgentTest,test_train_emptyArgs,,True,NotAnalysed,Passed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/core_test.py,BackendAgentTest,test_train_missingArgs,,True,NotAnalysed,Passed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/core_test.py,BackendAgentTest,test_train_traincontext,,True,NotAnalysed,Passed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/monitor_test.py,MonitorTest,test_setbackendagent_twice,,True,NotAnalysed,Passed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/tfagents_test.py,TfPpoAgentTest,test_save_load,,True,NotAnalysed,Failed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/tfagents_test.py,TfPpoAgentTest,test_train,,True,NotAnalysed,Failed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/tfagents_test.py,TfRandomAgentTest,test_play,,True,NotAnalysed,Failed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/tfagents_test.py,TfRandomAgentTest,test_save_load,,True,NotAnalysed,Passed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/tfagents_test.py,TfRandomAgentTest,test_train,,True,NotAnalysed,Failed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/tfagents_test.py,TfReinforceAgentTest,test_train,,True,NotAnalysed,Failed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/tfagents_test.py,TfSacAgentTest,test_train,,True,NotAnalysed,Failed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/tforce_test.py,TensorforceAgentTest,test_random_train,,True,NotAnalysed,Failed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/log_test.py,LogCallbacksTest,test_cartpole_log_iteration,,True,NotAnalysed,Failed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/log_test.py,LogCallbacksTest,test_log_agent,,True,NotAnalysed,Failed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/log_test.py,LogCallbacksTest,test_log_callbacks,,True,NotAnalysed,Failed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/log_test.py,LogCallbacksTest,test_log_iteration,,True,NotAnalysed,Failed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/log_test.py,LogCallbacksTest,test_log_step,,True,NotAnalysed,Failed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/plot_test.py,PlotTest,test_default_plots_False_nocallback,,True,NotAnalysed,Passed
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/plot_test.py,PlotTest,test_default_plots_None_durationcallback,,True,NotAnalysed,Passed
